time,sound,probability
7.51,Music,0.7128787636756897
7.52,Music,0.7128787636756897
7.53,Music,0.7128787636756897
7.54,Music,0.7128787636756897
7.55,Music,0.7128787636756897
7.56,Music,0.7128787636756897
7.57,Music,0.7128787636756897
7.58,Music,0.7128787636756897
7.59,Music,0.7128787636756897
7.6,Music,0.7128787636756897
7.61,Music,0.7128787636756897
7.62,Music,0.7128787636756897
7.63,Music,0.7128787636756897
7.64,Music,0.7128787636756897
7.65,Music,0.7128787636756897
7.66,Music,0.7128787636756897
7.67,Music,0.7128787636756897
7.68,Music,0.6966591477394104
7.69,Music,0.6966591477394104
7.7,Music,0.6966591477394104
7.71,Music,0.6966591477394104
7.72,Music,0.6966591477394104
7.73,Music,0.6966591477394104
7.74,Music,0.6966591477394104
7.75,Music,0.6966591477394104
7.76,Music,0.6966591477394104
7.77,Music,0.6966591477394104
7.78,Music,0.6966591477394104
7.79,Music,0.6966591477394104
7.8,Music,0.6966591477394104
7.81,Music,0.6966591477394104
7.82,Music,0.6966591477394104
7.83,Music,0.6966591477394104
7.84,Music,0.6966591477394104
7.85,Music,0.6966591477394104
7.86,Music,0.6966591477394104
7.87,Music,0.6966591477394104
7.88,Music,0.6966591477394104
7.89,Music,0.6966591477394104
7.9,Music,0.6966591477394104
7.91,Music,0.6966591477394104
7.92,Music,0.6966591477394104
7.93,Music,0.6966591477394104
7.94,Music,0.6966591477394104
7.95,Music,0.6966591477394104
7.96,Music,0.6966591477394104
7.97,Music,0.6966591477394104
7.98,Music,0.6966591477394104
7.99,Music,0.6966591477394104
8.0,Music,0.7084606885910034
8.01,Music,0.7084606885910034
8.02,Music,0.7084606885910034
8.03,Music,0.7084606885910034
8.04,Music,0.7084606885910034
8.05,Music,0.7084606885910034
8.06,Music,0.7084606885910034
8.07,Music,0.7084606885910034
8.08,Music,0.7084606885910034
8.09,Music,0.7084606885910034
8.1,Music,0.7084606885910034
8.11,Music,0.7084606885910034
8.12,Music,0.7084606885910034
8.13,Music,0.7084606885910034
8.14,Music,0.7084606885910034
8.15,Music,0.7084606885910034
8.16,Music,0.7084606885910034
8.17,Music,0.7084606885910034
8.18,Music,0.7084606885910034
8.19,Music,0.7084606885910034
8.2,Music,0.7084606885910034
8.21,Music,0.7084606885910034
8.22,Music,0.7084606885910034
8.23,Music,0.7084606885910034
8.24,Music,0.7084606885910034
8.25,Music,0.7084606885910034
